"Start Time","End Time","Tag","Note","Tree Type","Is Success"
"Tue Jul 21 20:28:21 GMT-03:00 2020","Tue Jul 21 21:24:22 GMT-03:00 2020","Sociology","","Bambu","True"
"Wed Jul 22 16:48:40 GMT-03:00 2020","Wed Jul 22 17:16:18 GMT-03:00 2020","Sociology","","Bambu","True"
"Thu Jul 23 14:17:42 GMT-03:00 2020","Thu Jul 23 14:43:10 GMT-03:00 2020","English","","Bambu","True"
"Fri Jul 24 17:25:10 GMT-03:00 2020","Fri Jul 24 19:10:10 GMT-03:00 2020","Sociology","Planted in my firefox","Espírito da Água","True"
"Fri Jul 24 20:49:22 GMT-03:00 2020","Fri Jul 24 21:42:46 GMT-03:00 2020","Sociology","Planted in my firefox","Espírito da Água","False"
"Mon Jul 27 16:09:30 GMT-03:00 2020","Mon Jul 27 16:36:38 GMT-03:00 2020","Sociology","","Bambu","True"
"Mon Jul 27 16:48:29 GMT-03:00 2020","Mon Jul 27 17:16:20 GMT-03:00 2020","Sociology","","Espírito da Água","True"
"Mon Jul 27 17:42:01 GMT-03:00 2020","Mon Jul 27 18:09:28 GMT-03:00 2020","Sociology","","Árvore Estrelada","True"
"Mon Jul 27 18:24:29 GMT-03:00 2020","Mon Jul 27 18:49:38 GMT-03:00 2020","Sociology","","Árvore Estrelada","True"
"Mon Jul 27 20:27:48 GMT-03:00 2020","Mon Jul 27 21:41:49 GMT-03:00 2020","English","","Árvore Estrelada","False"
"Tue Jul 28 17:16:54 GMT-03:00 2020","Tue Jul 28 18:16:59 GMT-03:00 2020","Programing","","Bichano","True"
"Wed Jul 29 23:35:33 GMT-03:00 2020","Thu Jul 30 01:07:43 GMT-03:00 2020","Sociology","","Polvorosa","False"
"Thu Jul 30 13:52:37 GMT-03:00 2020","Thu Jul 30 14:09:58 GMT-03:00 2020","Sociology","","Polvorosa","False"
"Thu Jul 30 17:16:13 GMT-03:00 2020","Thu Jul 30 18:48:26 GMT-03:00 2020","Programing","","Polvorosa","True"
"Thu Jul 30 19:13:59 GMT-03:00 2020","Thu Jul 30 19:39:15 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Thu Jul 30 19:56:08 GMT-03:00 2020","Thu Jul 30 20:21:23 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Thu Jul 30 22:52:31 GMT-03:00 2020","Fri Jul 31 00:23:52 GMT-03:00 2020","Programing","","Doguinho","True"
"Fri Jul 31 16:15:43 GMT-03:00 2020","Fri Jul 31 18:15:43 GMT-03:00 2020","Sociology","","Espantalho","True"
"Fri Jul 31 18:33:20 GMT-03:00 2020","Fri Jul 31 19:26:39 GMT-03:00 2020","Sociology","","Abóbora","False"
"Fri Jul 31 20:14:43 GMT-03:00 2020","Fri Jul 31 21:39:23 GMT-03:00 2020","Sociology","","Cerejeira","False"
"Mon Aug 03 16:20:04 GMT-03:00 2020","Mon Aug 03 16:25:45 GMT-03:00 2020","Sociology","","Cacto","False"
"Mon Aug 03 16:38:27 GMT-03:00 2020","Mon Aug 03 18:38:27 GMT-03:00 2020","Sociology","","Cacto","True"
"Mon Aug 03 19:01:14 GMT-03:00 2020","Mon Aug 03 19:32:50 GMT-03:00 2020","Sociology","","Coral Estrelado","True"
"Mon Aug 03 20:14:15 GMT-03:00 2020","Mon Aug 03 21:44:58 GMT-03:00 2020","English","","Árvore Lunar","True"
"Tue Aug 04 16:01:10 GMT-03:00 2020","Tue Aug 04 16:49:19 GMT-03:00 2020","Programing","","Ninho de passarinho","False"
"Tue Aug 04 16:49:29 GMT-03:00 2020","Tue Aug 04 18:49:29 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Tue Aug 04 19:58:11 GMT-03:00 2020","Tue Aug 04 20:30:41 GMT-03:00 2020","Programing","","Arbusto","True"
"Tue Aug 04 20:38:15 GMT-03:00 2020","Tue Aug 04 21:40:19 GMT-03:00 2020","Programing","","Ginkgo","True"
"Tue Aug 04 23:46:08 GMT-03:00 2020","Wed Aug 05 01:16:16 GMT-03:00 2020","English","","Bambu","True"
"Wed Aug 05 18:57:57 GMT-03:00 2020","Wed Aug 05 19:43:18 GMT-03:00 2020","Sociology","","Espírito da Floresta","False"
"Thu Aug 06 16:47:19 GMT-03:00 2020","Thu Aug 06 18:08:31 GMT-03:00 2020","Programing","","Espírito da Floresta","True"
"Thu Aug 06 19:05:22 GMT-03:00 2020","Thu Aug 06 20:27:53 GMT-03:00 2020","Sociology","","Espírito da Água","True"
"Thu Aug 06 23:29:52 GMT-03:00 2020","Fri Aug 07 00:13:18 GMT-03:00 2020","Sociology","","Espírito da Água","False"
"Fri Aug 07 00:21:08 GMT-03:00 2020","Fri Aug 07 01:21:49 GMT-03:00 2020","Programing","","Espírito da Água","True"
"Fri Aug 07 15:39:26 GMT-03:00 2020","Fri Aug 07 16:58:11 GMT-03:00 2020","Programing","","Espírito da Água","True"
"Fri Aug 07 18:41:00 GMT-03:00 2020","Fri Aug 07 20:26:56 GMT-03:00 2020","Sociology","","Árvore Estrelada","False"
"Mon Aug 10 15:36:08 GMT-03:00 2020","Mon Aug 10 17:36:08 GMT-03:00 2020","Programing","","Árvore Estrelada","True"
"Mon Aug 10 18:08:37 GMT-03:00 2020","Mon Aug 10 18:10:16 GMT-03:00 2020","Sociology","","Bichano","False"
"Mon Aug 10 18:10:36 GMT-03:00 2020","Mon Aug 10 19:35:58 GMT-03:00 2020","Sociology","","Bichano","True"
"Mon Aug 10 20:46:47 GMT-03:00 2020","Mon Aug 10 21:53:29 GMT-03:00 2020","English","","Polvorosa","True"
"Mon Aug 10 23:36:18 GMT-03:00 2020","Tue Aug 11 00:05:57 GMT-03:00 2020","English","","Polvorosa","True"
"Tue Aug 11 16:55:09 GMT-03:00 2020","Tue Aug 11 17:15:09 GMT-03:00 2020","Sociology","","Polvorosa","False"
"Tue Aug 11 17:30:16 GMT-03:00 2020","Tue Aug 11 18:12:09 GMT-03:00 2020","Sociology","","Polvorosa","False"
"Tue Aug 11 18:14:32 GMT-03:00 2020","Tue Aug 11 19:23:53 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Wed Aug 12 19:24:35 GMT-03:00 2020","Wed Aug 12 20:26:05 GMT-03:00 2020","English","","Polvorosa","True"
"Thu Aug 13 16:26:53 GMT-03:00 2020","Thu Aug 13 17:22:47 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Thu Aug 13 17:41:06 GMT-03:00 2020","Thu Aug 13 19:11:27 GMT-03:00 2020","Programing","","Doguinho","True"
"Fri Aug 14 14:53:54 GMT-03:00 2020","Fri Aug 14 16:04:27 GMT-03:00 2020","Sociology","","Cedro","True"
"Fri Aug 14 20:13:02 GMT-03:00 2020","Fri Aug 14 21:22:11 GMT-03:00 2020","English","","Espantalho","True"
"Sat Aug 15 12:06:34 GMT-03:00 2020","Sat Aug 15 13:16:12 GMT-03:00 2020","Programing","","Espantalho","True"
"Sun Aug 16 19:03:07 GMT-03:00 2020","Sun Aug 16 19:16:33 GMT-03:00 2020","Reading","","Abóbora","True"
"Sun Aug 16 19:28:48 GMT-03:00 2020","Sun Aug 16 19:40:16 GMT-03:00 2020","Reading","","Abóbora","True"
"Sun Aug 16 20:05:51 GMT-03:00 2020","Sun Aug 16 20:18:07 GMT-03:00 2020","Reading","","Abóbora","True"
"Sun Aug 16 20:32:56 GMT-03:00 2020","Sun Aug 16 20:45:27 GMT-03:00 2020","Reading","","Abóbora","True"
"Sun Aug 16 20:53:52 GMT-03:00 2020","Sun Aug 16 21:04:14 GMT-03:00 2020","Reading","","Abóbora","True"
"Wed Aug 19 20:00:45 GMT-03:00 2020","Wed Aug 19 21:20:38 GMT-03:00 2020","Reading","","Cerejeira","True"
"Thu Aug 20 17:38:23 GMT-03:00 2020","Thu Aug 20 19:15:22 GMT-03:00 2020","Programing","","Cerejeira","False"
"Thu Aug 27 17:46:02 GMT-03:00 2020","Thu Aug 27 19:02:20 GMT-03:00 2020","Programing","","Cerejeira","True"
"Tue Sep 01 17:29:33 GMT-03:00 2020","Tue Sep 01 18:59:01 GMT-03:00 2020","Sociology","Planted in my firefox","Espírito da Água","False"
"Tue Sep 01 19:31:06 GMT-03:00 2020","Tue Sep 01 21:31:06 GMT-03:00 2020","Programing","Planted in my firefox","Espírito da Água","True"
"Tue Sep 01 23:54:09 GMT-03:00 2020","Wed Sep 02 00:54:09 GMT-03:00 2020","Programing","Planted in my firefox","Espírito da Floresta","True"
"Wed Sep 02 17:08:19 GMT-03:00 2020","Wed Sep 02 17:34:21 GMT-03:00 2020","Sociology","","Cerejeira","True"
"Wed Sep 02 17:47:28 GMT-03:00 2020","Wed Sep 02 19:17:28 GMT-03:00 2020","Programing","Planted in my firefox","Ninho de passarinho","True"
"Thu Sep 03 16:59:38 GMT-03:00 2020","Thu Sep 03 18:59:38 GMT-03:00 2020","Sociology","","Cacto","True"
"Fri Sep 04 00:30:31 GMT-03:00 2020","Fri Sep 04 01:48:10 GMT-03:00 2020","English","","Cacto","True"
"Fri Sep 04 22:49:19 GMT-03:00 2020","Fri Sep 04 23:01:39 GMT-03:00 2020","Reading","","Coral Estrelado","True"
"Sun Sep 06 19:37:16 GMT-03:00 2020","Sun Sep 06 19:48:13 GMT-03:00 2020","Reading","","Coral Estrelado","True"
"Sun Sep 06 19:55:02 GMT-03:00 2020","Sun Sep 06 20:08:28 GMT-03:00 2020","Reading","","Coral Estrelado","True"
"Mon Sep 07 20:19:18 GMT-03:00 2020","Mon Sep 07 20:50:23 GMT-03:00 2020","English","","Árvore Lunar","False"
"Tue Sep 08 01:19:49 GMT-03:00 2020","Tue Sep 08 01:30:52 GMT-03:00 2020","Reading","","Coral Estrelado","True"
"Tue Sep 08 01:45:08 GMT-03:00 2020","Tue Sep 08 01:47:24 GMT-03:00 2020","Reading","","Coral Estrelado","False"
"Tue Sep 08 01:51:24 GMT-03:00 2020","Tue Sep 08 02:02:09 GMT-03:00 2020","Reading","","Coral Estrelado","True"
"Tue Sep 08 02:08:52 GMT-03:00 2020","Tue Sep 08 02:16:24 GMT-03:00 2020","Reading","","Coral Estrelado","False"
"Tue Sep 08 16:23:38 GMT-03:00 2020","Tue Sep 08 17:34:44 GMT-03:00 2020","Programing","","Ninho de passarinho","False"
"Tue Sep 08 17:52:12 GMT-03:00 2020","Tue Sep 08 18:11:50 GMT-03:00 2020","Programing","","Ninho de passarinho","False"
"Tue Sep 08 18:27:30 GMT-03:00 2020","Tue Sep 08 19:26:05 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Tue Sep 08 21:03:07 GMT-03:00 2020","Tue Sep 08 21:29:22 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Wed Sep 09 08:42:53 GMT-03:00 2020","Wed Sep 09 09:45:16 GMT-03:00 2020","English","","Ginkgo","True"
"Wed Sep 09 16:56:50 GMT-03:00 2020","Wed Sep 09 17:50:38 GMT-03:00 2020","Sociology","","Bambu","False"
"Wed Sep 09 19:10:59 GMT-03:00 2020","Wed Sep 09 20:11:58 GMT-03:00 2020","Sociology","","Bambu","True"
"Thu Sep 10 16:46:59 GMT-03:00 2020","Thu Sep 10 17:47:48 GMT-03:00 2020","Sociology","","Bambu","True"
"Thu Sep 10 17:48:57 GMT-03:00 2020","Thu Sep 10 18:14:01 GMT-03:00 2020","Sociology","","Bambu","True"
"Thu Sep 10 18:23:20 GMT-03:00 2020","Thu Sep 10 18:56:28 GMT-03:00 2020","English","","Bambu","True"
"Fri Sep 11 16:15:20 GMT-03:00 2020","Fri Sep 11 16:40:31 GMT-03:00 2020","English","","Bambu","True"
"Fri Sep 11 17:17:20 GMT-03:00 2020","Fri Sep 11 17:43:38 GMT-03:00 2020","English","","Bambu","True"
"Fri Sep 11 18:30:22 GMT-03:00 2020","Fri Sep 11 18:57:59 GMT-03:00 2020","English","","Bambu","True"
"Fri Sep 11 19:14:05 GMT-03:00 2020","Fri Sep 11 19:39:16 GMT-03:00 2020","English","","Arbusto","True"
"Fri Sep 11 20:33:02 GMT-03:00 2020","Fri Sep 11 20:59:25 GMT-03:00 2020","English","","Espírito da Floresta","True"
"Mon Sep 14 02:34:16 GMT-03:00 2020","Mon Sep 14 02:50:01 GMT-03:00 2020","Reading","","Espírito da Floresta","True"
"Mon Sep 14 15:24:31 GMT-03:00 2020","Mon Sep 14 15:34:44 GMT-03:00 2020","Programing","","Espírito da Água","False"
"Mon Sep 14 16:20:38 GMT-03:00 2020","Mon Sep 14 16:47:23 GMT-03:00 2020","Programing","","Árvore Estrelada","True"
"Mon Sep 14 16:57:29 GMT-03:00 2020","Mon Sep 14 17:27:33 GMT-03:00 2020","Programing","","Árvore Estrelada","True"
"Mon Sep 14 17:39:30 GMT-03:00 2020","Mon Sep 14 18:00:54 GMT-03:00 2020","Programing","","Árvore Estrelada","False"
"Mon Sep 14 19:20:23 GMT-03:00 2020","Mon Sep 14 19:35:11 GMT-03:00 2020","Programing","","Árvore Estrelada","False"
"Mon Sep 14 19:51:14 GMT-03:00 2020","Mon Sep 14 20:16:59 GMT-03:00 2020","Sociology","","Árvore Estrelada","True"
"Mon Sep 14 20:41:17 GMT-03:00 2020","Mon Sep 14 21:07:05 GMT-03:00 2020","Sociology","","Bichano","True"
"Tue Sep 15 16:32:24 GMT-03:00 2020","Tue Sep 15 16:57:47 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Tue Sep 15 17:11:41 GMT-03:00 2020","Tue Sep 15 17:37:14 GMT-03:00 2020","Sociology","","Doguinho","True"
"Tue Sep 15 17:43:01 GMT-03:00 2020","Tue Sep 15 18:11:48 GMT-03:00 2020","Sociology","","Doguinho","True"
"Tue Sep 15 18:27:45 GMT-03:00 2020","Tue Sep 15 18:52:59 GMT-03:00 2020","Programing","","Cedro","True"
"Tue Sep 15 19:01:27 GMT-03:00 2020","Tue Sep 15 19:29:40 GMT-03:00 2020","Programing","","Árvore Enamorada","True"
"Tue Sep 15 19:35:35 GMT-03:00 2020","Tue Sep 15 20:09:10 GMT-03:00 2020","Programing","","Espantalho","True"
"Tue Sep 15 20:54:50 GMT-03:00 2020","Tue Sep 15 21:20:54 GMT-03:00 2020","English","","Abóbora","True"
"Wed Sep 16 01:45:06 GMT-03:00 2020","Wed Sep 16 02:13:01 GMT-03:00 2020","English","","Cerejeira","True"
"Wed Sep 16 02:18:29 GMT-03:00 2020","Wed Sep 16 02:46:13 GMT-03:00 2020","English","","Cacto","True"
"Wed Sep 16 02:55:07 GMT-03:00 2020","Wed Sep 16 03:20:20 GMT-03:00 2020","English","","Cacto","True"
"Wed Sep 16 15:26:18 GMT-03:00 2020","Wed Sep 16 16:04:23 GMT-03:00 2020","Programing","","Árvore Lunar","True"
"Wed Sep 16 16:13:07 GMT-03:00 2020","Wed Sep 16 16:57:08 GMT-03:00 2020","Programing","","Coral Estrelado","True"
"Wed Sep 16 17:07:01 GMT-03:00 2020","Wed Sep 16 17:44:59 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Wed Sep 16 18:18:53 GMT-03:00 2020","Wed Sep 16 18:45:30 GMT-03:00 2020","Sociology","","Ginkgo","True"
"Wed Sep 16 18:54:33 GMT-03:00 2020","Wed Sep 16 19:22:16 GMT-03:00 2020","Sociology","","Bambu","True"
"Wed Sep 16 20:15:04 GMT-03:00 2020","Wed Sep 16 20:45:14 GMT-03:00 2020","English","","Arbusto","True"
"Wed Sep 16 21:00:48 GMT-03:00 2020","Wed Sep 16 21:29:34 GMT-03:00 2020","English","","Espírito da Floresta","True"
"Thu Sep 17 16:23:35 GMT-03:00 2020","Thu Sep 17 16:52:27 GMT-03:00 2020","Sociology","","Espírito da Água","True"
"Thu Sep 17 17:04:30 GMT-03:00 2020","Thu Sep 17 17:32:10 GMT-03:00 2020","Sociology","","Espírito da Água","True"
"Thu Sep 17 18:33:49 GMT-03:00 2020","Thu Sep 17 18:51:22 GMT-03:00 2020","Sociology","","Árvore Estrelada","False"
"Fri Sep 18 17:40:09 GMT-03:00 2020","Fri Sep 18 18:06:52 GMT-03:00 2020","Sociology","","Árvore Estrelada","True"
"Fri Sep 18 18:18:56 GMT-03:00 2020","Fri Sep 18 18:28:04 GMT-03:00 2020","Sociology","","Bichano","False"
"Mon Sep 21 15:53:14 GMT-03:00 2020","Mon Sep 21 16:24:06 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Mon Sep 21 16:39:25 GMT-03:00 2020","Mon Sep 21 17:08:45 GMT-03:00 2020","Sociology","","Polvorosa","True"
"Mon Sep 21 18:00:56 GMT-03:00 2020","Mon Sep 21 18:35:34 GMT-03:00 2020","Sociology","","Doguinho","True"
"Mon Sep 21 18:54:57 GMT-03:00 2020","Mon Sep 21 19:20:04 GMT-03:00 2020","Sociology","","Árvore Enamorada","True"
"Mon Sep 21 20:08:39 GMT-03:00 2020","Mon Sep 21 20:34:03 GMT-03:00 2020","English","","Árvore Enamorada","True"
"Mon Sep 21 20:44:02 GMT-03:00 2020","Mon Sep 21 21:13:38 GMT-03:00 2020","English","","Cedro","True"
"Tue Sep 22 17:52:49 GMT-03:00 2020","Tue Sep 22 18:18:57 GMT-03:00 2020","Sociology","","Espantalho","True"
"Tue Sep 22 18:30:18 GMT-03:00 2020","Tue Sep 22 19:09:49 GMT-03:00 2020","Sociology","","Espantalho","True"
"Tue Sep 22 19:23:39 GMT-03:00 2020","Tue Sep 22 19:49:04 GMT-03:00 2020","Sociology","","Abóbora","True"
"Tue Sep 22 20:03:58 GMT-03:00 2020","Tue Sep 22 20:29:04 GMT-03:00 2020","Sociology","","Cerejeira","True"
"Tue Sep 22 20:29:09 GMT-03:00 2020","Tue Sep 22 20:57:08 GMT-03:00 2020","English","","Cerejeira","True"
"Wed Sep 23 01:48:51 GMT-03:00 2020","Wed Sep 23 02:18:30 GMT-03:00 2020","Sociology","","Cacto","True"
"Wed Sep 23 17:02:22 GMT-03:00 2020","Wed Sep 23 17:34:09 GMT-03:00 2020","Sociology","","Árvore Lunar","True"
"Wed Sep 23 17:49:19 GMT-03:00 2020","Wed Sep 23 18:18:36 GMT-03:00 2020","Sociology","","Árvore Lunar","True"
"Wed Sep 23 18:32:14 GMT-03:00 2020","Wed Sep 23 18:58:43 GMT-03:00 2020","Sociology","","Coral Estrelado","True"
"Wed Sep 23 20:35:27 GMT-03:00 2020","Wed Sep 23 21:08:51 GMT-03:00 2020","Sociology","","Coral Estrelado","True"
"Wed Sep 23 21:16:46 GMT-03:00 2020","Wed Sep 23 21:41:56 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Thu Sep 24 01:30:11 GMT-03:00 2020","Thu Sep 24 01:56:09 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Thu Sep 24 16:55:31 GMT-03:00 2020","Thu Sep 24 17:24:12 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Thu Sep 24 20:54:03 GMT-03:00 2020","Thu Sep 24 21:20:08 GMT-03:00 2020","Sociology","","Ginkgo","True"
"Fri Sep 25 01:00:39 GMT-03:00 2020","Fri Sep 25 01:27:38 GMT-03:00 2020","Sociology","","Bambu","True"
"Fri Sep 25 01:35:45 GMT-03:00 2020","Fri Sep 25 01:40:51 GMT-03:00 2020","Sociology","","Bambu","False"
"Fri Sep 25 02:08:55 GMT-03:00 2020","Fri Sep 25 02:51:11 GMT-03:00 2020","Sociology","","Bambu","True"
"Fri Sep 25 16:58:00 GMT-03:00 2020","Fri Sep 25 17:23:32 GMT-03:00 2020","Sociology","","Arbusto","True"
"Fri Sep 25 17:41:16 GMT-03:00 2020","Fri Sep 25 18:09:01 GMT-03:00 2020","Sociology","","Espírito da Floresta","True"
"Fri Sep 25 18:35:42 GMT-03:00 2020","Fri Sep 25 19:06:26 GMT-03:00 2020","Sociology","","Espírito da Floresta","True"
"Sun Sep 27 18:39:32 GMT-03:00 2020","Sun Sep 27 19:06:03 GMT-03:00 2020","Sociology","","Espírito da Água","True"
"Sun Sep 27 19:27:29 GMT-03:00 2020","Sun Sep 27 19:58:23 GMT-03:00 2020","Sociology","","Espírito da Água","True"
"Mon Sep 28 01:13:49 GMT-03:00 2020","Mon Sep 28 01:56:51 GMT-03:00 2020","Sociology","","Árvore Estrelada","True"
"Mon Sep 28 02:04:03 GMT-03:00 2020","Mon Sep 28 02:48:39 GMT-03:00 2020","Sociology","","Árvore Estrelada","True"
"Mon Sep 28 16:47:17 GMT-03:00 2020","Mon Sep 28 17:13:14 GMT-03:00 2020","Sociology","","Bichano","True"
"Mon Sep 28 17:31:26 GMT-03:00 2020","Mon Sep 28 18:01:24 GMT-03:00 2020","Sociology","","Bichano","True"
"Mon Sep 28 19:50:07 GMT-03:00 2020","Mon Sep 28 20:05:45 GMT-03:00 2020","Sociology","","Polvorosa","False"
"Tue Sep 29 00:17:16 GMT-03:00 2020","Tue Sep 29 00:43:34 GMT-03:00 2020","Sociology","","Doguinho","True"
"Tue Sep 29 01:13:31 GMT-03:00 2020","Tue Sep 29 01:34:31 GMT-03:00 2020","Sociology","","Doguinho","False"
"Wed Sep 30 14:03:47 GMT-03:00 2020","Wed Sep 30 14:20:36 GMT-03:00 2020","Sociology","","Doguinho","False"
"Wed Sep 30 20:22:55 GMT-03:00 2020","Wed Sep 30 20:24:17 GMT-03:00 2020","Sociology","","Doguinho","False"
"Wed Sep 30 20:28:22 GMT-03:00 2020","Wed Sep 30 20:53:22 GMT-03:00 2020","Sociology","Planted in my firefox","Cedro","True"
"Thu Oct 01 00:22:59 GMT-03:00 2020","Thu Oct 01 00:54:18 GMT-03:00 2020","Sociology","","Doguinho","True"
"Thu Oct 01 18:15:43 GMT-03:00 2020","Thu Oct 01 19:05:06 GMT-03:00 2020","Sociology","","Doguinho","True"
"Thu Oct 01 19:18:07 GMT-03:00 2020","Thu Oct 01 19:52:09 GMT-03:00 2020","Sociology","","Árvore Enamorada","True"
"Thu Oct 01 20:17:15 GMT-03:00 2020","Thu Oct 01 20:54:31 GMT-03:00 2020","Sociology","","Árvore Enamorada","True"
"Thu Oct 01 21:01:56 GMT-03:00 2020","Thu Oct 01 21:30:48 GMT-03:00 2020","Sociology","","Árvore Enamorada","True"
"Thu Oct 01 23:25:59 GMT-03:00 2020","Fri Oct 02 00:05:13 GMT-03:00 2020","Sociology","","Árvore Enamorada","True"
"Sat Oct 03 12:11:47 GMT-03:00 2020","Sat Oct 03 12:28:06 GMT-03:00 2020","English","","Árvore Enamorada","False"
"Mon Oct 05 17:27:39 GMT-03:00 2020","Mon Oct 05 17:53:05 GMT-03:00 2020","Sociology","","Cedro","True"
"Mon Oct 05 18:04:45 GMT-03:00 2020","Mon Oct 05 18:29:55 GMT-03:00 2020","Sociology","","Espantalho","True"
"Mon Oct 05 18:39:27 GMT-03:00 2020","Mon Oct 05 18:49:03 GMT-03:00 2020","Sociology","","Espantalho","False"
"Tue Oct 06 17:07:13 GMT-03:00 2020","Tue Oct 06 17:32:36 GMT-03:00 2020","Programing","","Espantalho","True"
"Tue Oct 06 17:49:19 GMT-03:00 2020","Tue Oct 06 18:14:39 GMT-03:00 2020","Programing","","Abóbora","True"
"Tue Oct 06 18:28:06 GMT-03:00 2020","Tue Oct 06 18:43:04 GMT-03:00 2020","Programing","","Cerejeira","False"
"Tue Oct 06 20:25:36 GMT-03:00 2020","Tue Oct 06 20:38:07 GMT-03:00 2020","Programing","","Cerejeira","False"
"Tue Oct 06 20:39:07 GMT-03:00 2020","Tue Oct 06 21:09:42 GMT-03:00 2020","English","","Cerejeira","True"
"Tue Oct 06 21:20:59 GMT-03:00 2020","Tue Oct 06 21:47:37 GMT-03:00 2020","English","","Cerejeira","True"
"Wed Oct 07 16:02:06 GMT-03:00 2020","Wed Oct 07 16:29:52 GMT-03:00 2020","Sociology","","Cerejeira","True"
"Wed Oct 07 16:42:22 GMT-03:00 2020","Wed Oct 07 17:07:41 GMT-03:00 2020","Sociology","","Cacto","True"
"Wed Oct 07 17:30:42 GMT-03:00 2020","Wed Oct 07 17:59:29 GMT-03:00 2020","Sociology","","Cacto","True"
"Wed Oct 07 18:09:36 GMT-03:00 2020","Wed Oct 07 18:36:38 GMT-03:00 2020","Sociology","","Cacto","True"
"Wed Oct 07 20:01:24 GMT-03:00 2020","Wed Oct 07 20:27:04 GMT-03:00 2020","English","","Árvore Lunar","True"
"Wed Oct 07 20:50:28 GMT-03:00 2020","Wed Oct 07 21:15:46 GMT-03:00 2020","English","","Árvore Lunar","True"
"Thu Oct 08 17:52:55 GMT-03:00 2020","Thu Oct 08 18:29:48 GMT-03:00 2020","Programing","","Árvore Lunar","True"
"Thu Oct 08 18:44:07 GMT-03:00 2020","Thu Oct 08 19:33:21 GMT-03:00 2020","Programing","","Árvore Lunar","True"
"Thu Oct 08 20:46:11 GMT-03:00 2020","Thu Oct 08 21:16:37 GMT-03:00 2020","English","","Coral Estrelado","True"
"Thu Oct 08 21:27:29 GMT-03:00 2020","Thu Oct 08 21:48:14 GMT-03:00 2020","English","","Coral Estrelado","False"
"Thu Oct 08 23:48:46 GMT-03:00 2020","Fri Oct 09 00:14:24 GMT-03:00 2020","Programing","","Coral Estrelado","True"
"Tue Oct 13 18:17:26 GMT-03:00 2020","Tue Oct 13 18:45:20 GMT-03:00 2020","Sociology","","Coral Estrelado","True"
"Tue Oct 13 18:56:21 GMT-03:00 2020","Tue Oct 13 19:11:59 GMT-03:00 2020","Sociology","","Ninho de passarinho","False"
"Tue Oct 13 19:37:28 GMT-03:00 2020","Tue Oct 13 20:03:11 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Tue Oct 13 20:13:08 GMT-03:00 2020","Tue Oct 13 20:58:35 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Tue Oct 13 21:08:29 GMT-03:00 2020","Tue Oct 13 21:56:33 GMT-03:00 2020","Programing","","Ninho de passarinho","True"
"Wed Oct 14 18:54:56 GMT-03:00 2020","Wed Oct 14 19:22:20 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Thu Oct 15 17:26:28 GMT-03:00 2020","Thu Oct 15 18:13:46 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Thu Oct 15 18:33:43 GMT-03:00 2020","Thu Oct 15 18:59:43 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Sat Oct 17 11:54:07 GMT-03:00 2020","Sat Oct 17 12:22:10 GMT-03:00 2020","Sociology","","Ninho de passarinho","True"
"Sat Oct 17 12:31:53 GMT-03:00 2020","Sat Oct 17 12:47:16 GMT-03:00 2020","Sociology","","Ninho de passarinho","False"
"Mon Oct 19 17:50:46 GMT-03:00 2020","Mon Oct 19 18:19:07 GMT-03:00 2020","Programing","","Ginkgo","True"
"Mon Oct 19 18:27:47 GMT-03:00 2020","Mon Oct 19 18:53:12 GMT-03:00 2020","Programing","","Ginkgo","True"
"Mon Oct 19 19:14:18 GMT-03:00 2020","Mon Oct 19 19:34:10 GMT-03:00 2020","Programing","","Ginkgo","False"
"Mon Oct 19 19:39:23 GMT-03:00 2020","Mon Oct 19 20:06:15 GMT-03:00 2020","Programing","","Ginkgo","True"
"Mon Oct 19 20:17:13 GMT-03:00 2020","Mon Oct 19 20:47:25 GMT-03:00 2020","Programing","","Bambu","True"
"Tue Oct 20 00:10:31 GMT-03:00 2020","Tue Oct 20 00:36:57 GMT-03:00 2020","Programing","","Bambu","True"
"Tue Oct 20 00:47:32 GMT-03:00 2020","Tue Oct 20 01:12:38 GMT-03:00 2020","Programing","","Bambu","True"
"Tue Oct 20 01:20:57 GMT-03:00 2020","Tue Oct 20 02:03:18 GMT-03:00 2020","Programing","","Bambu","True"
"Tue Oct 20 15:29:38 GMT-03:00 2020","Tue Oct 20 15:56:19 GMT-03:00 2020","Programing","","Arbusto","True"
